"ANO";"Componente";"P_Explicado";"Base"
2011;"comp 54";0,141695186676467;1
2011;"comp 55";0,136156197031878;1
2011;"comp 56";0,124052243718369;1
2011;"comp 57";0,119386973614109;1
2011;"comp 58";0,112613284882767;1
2011;"comp 59";0,103386829818223;1
2011;"comp 60";0,0971921020377564;1
2011;"comp 61";0,0934179366327036;1
2011;"comp 62";0,089350786310333;1
2011;"comp 63";0,0848869564853217;1
2011;"comp 64";0,0823048223784987;1
2011;"comp 65";0,0804895029799731;1
2011;"comp 66";0,0746621428131442;1
2011;"comp 67";0,0668493535305265;1
2011;"comp 68";0,0590505843130014;1
2011;"comp 69";0,0546866154173276;1
2011;"comp 70";0,0539902546548209;1
2011;"comp 71";0,0504706923044944;1
2011;"comp 72";0,0445168210459275;1
2011;"comp 73";0,0409730593830077;1
2011;"comp 74";0,0393478545980846;1
2011;"comp 75";0,0386867102510785;1
2011;"comp 76";0,0365818778612381;1
2011;"comp 77";0,0328527931343932;1
2011;"comp 78";0,0312419429124129;1
2011;"comp 79";0,0270957343459175;1
2011;"comp 80";0,0240454316541121;1
2011;"comp 81";0,0209869529692482;1
2011;"comp 82";0,0188377372977252;1
2011;"comp 83";0,0172097460080247;1
2011;"comp 84";0,014591760656175;1
2012;"comp 1";48,2355894210384;1
2012;"comp 2";6,69357523312874;1
2012;"comp 3";5,09810079319815;1
2012;"comp 4";3,94935270032934;1
2012;"comp 5";2,88934035444364;1
2012;"comp 6";2,09826736772373;1
2012;"comp 7";2,03465843437078;1
2012;"comp 8";1,90034192178209;1
2012;"comp 9";1,65831852340475;1
2012;"comp 10";1,42894057571244;1
2012;"comp 11";1,30804214737541;1
2012;"comp 12";1,28750718951719;1
2012;"comp 13";1,17362385722696;1
2012;"comp 14";1,08996741696473;1
2012;"comp 15";1,04217290423785;1
2012;"comp 16";0,981770409367165;1
2012;"comp 17";0,917843555467516;1
2012;"comp 18";0,841589303429103;1
2012;"comp 19";0,802555529015649;1
2012;"comp 20";0,750916378010091;1
2012;"comp 21";0,686487386934951;1
2012;"comp 22";0,649465007027116;1
2012;"comp 23";0,625092787871474;1
2012;"comp 24";0,596975191581801;1
2012;"comp 25";0,57401910427488;1
2012;"comp 26";0,536007517051649;1
2012;"comp 27";0,511543485781856;1
2012;"comp 28";0,476817497810495;1
2012;"comp 29";0,456330220014744;1
2012;"comp 30";0,453083062695609;1
2012;"comp 31";0,420244502276222;1
2012;"comp 32";0,407689026931334;1
2012;"comp 33";0,394770146011192;1
2012;"comp 34";0,376383872933345;1
2012;"comp 35";0,374099118009381;1
2012;"comp 36";0,344981632245781;1
2012;"comp 37";0,324555415864445;1
2012;"comp 38";0,306299648955608;1
2012;"comp 39";0,28499464370156;1
2012;"comp 40";0,272913778505744;1
2012;"comp 41";0,260480789673087;1
2012;"comp 42";0,252530697603777;1
2012;"comp 43";0,24147401126673;1
2012;"comp 44";0,234120099554697;1
2012;"comp 45";0,223872883503481;1
2012;"comp 46";0,209939209486518;1
2012;"comp 47";0,201860823602001;1
2012;"comp 48";0,192504596193363;1
2012;"comp 49";0,18690386370361;1
2012;"comp 50";0,174166111330855;1
2012;"comp 51";0,168969693453946;1
2012;"comp 52";0,15896374929304;1
2012;"comp 53";0,145504059837896;1
2012;"comp 54";0,144108246608433;1
2012;"comp 55";0,137300108869479;1
2012;"comp 56";0,12206359263323;1
2012;"comp 57";0,120974687132515;1
2012;"comp 58";0,115199225565909;1
2012;"comp 59";0,111930479176325;1
2012;"comp 60";0,107583917591646;1
2012;"comp 61";0,0969493740226995;1
2012;"comp 62";0,0934187789773792;1
2012;"comp 63";0,0902751254534258;1
2012;"comp 64";0,0877318129694142;1
2012;"comp 65";0,0812154824894627;1
2012;"comp 66";0,0808668016164206;1
2012;"comp 67";0,0689947772300524;1
2012;"comp 68";0,0647878237496789;1
2012;"comp 69";0,0636855921711536;1
2012;"comp 70";0,0597829271682648;1
2012;"comp 71";0,0548513598644982;1
2012;"comp 72";0,0484987835528936;1
2012;"comp 73";0,0451396032526261;1
2012;"comp 74";0,0391556197876994;1
2012;"comp 75";0,0374503662804173;1
2012;"comp 76";0,0332404423968385;1
2012;"comp 77";0,0323090011933;1
2012;"comp 78";0,0299452976188544;1
2012;"comp 79";0,0254817026393149;1
2012;"comp 80";0,0250127897080281;1
2012;"comp 81";0,022090764010776;1
2012;"comp 82";0,0199773934915048;1
2012;"comp 83";0,0185055251063111;1
2012;"comp 84";0,0149549469454974;1
2013;"comp 1";47,7703647687556;1
2013;"comp 2";6,25264897351239;1
2013;"comp 3";5,430517019795;1
2013;"comp 4";4,0376260790738;1
2013;"comp 5";3,1230790267921;1
2013;"comp 6";2,20025145293632;1
2013;"comp 7";2,14137467313844;1
2013;"comp 8";1,93654876723385;1
2013;"comp 9";1,73819930398274;1
2013;"comp 10";1,50708038085433;1
2013;"comp 11";1,28589118609782;1
2013;"comp 12";1,22485953006731;1
2013;"comp 13";1,12820121459365;1
2013;"comp 14";1,07054327429315;1
2013;"comp 15";0,99220371846096;1
2013;"comp 16";0,9437346256261;1
2013;"comp 17";0,919398382908171;1
2013;"comp 18";0,84108408268803;1
2013;"comp 19";0,811361744745962;1
2013;"comp 20";0,784984995488338;1
2013;"comp 21";0,698876462472392;1
2013;"comp 22";0,671759032982786;1
2013;"comp 23";0,655446019863669;1
2013;"comp 24";0,624418801095098;1
2013;"comp 25";0,549444242597162;1
2013;"comp 26";0,540763380281616;1
2013;"comp 27";0,51455981482453;1
2013;"comp 28";0,508120685181277;1
2013;"comp 29";0,4887259399471;1
2013;"comp 30";0,469925056763598;1
2013;"comp 31";0,447341996661751;1
2013;"comp 32";0,397975844767896;1
2013;"comp 33";0,376756961159974;1
2013;"comp 34";0,356817828831064;1
2013;"comp 35";0,355306600335686;1
2013;"comp 36";0,336123089973897;1
2013;"comp 37";0,330803365332648;1
2013;"comp 38";0,309213367358038;1
2013;"comp 39";0,295471504013752;1
2013;"comp 40";0,273551677319355;1
2013;"comp 41";0,260420152295016;1
2013;"comp 42";0,242979594729022;1
2013;"comp 43";0,233333921374064;1
2013;"comp 44";0,221128010955602;1
2013;"comp 45";0,205157248617213;1
2013;"comp 46";0,20163954035622;1
2013;"comp 47";0,19116493744193;1
2013;"comp 48";0,184676015697432;1
2013;"comp 49";0,174176522321453;1
2013;"comp 50";0,171509252386041;1
2013;"comp 51";0,168128717781627;1
2013;"comp 52";0,155613350149055;1
2013;"comp 53";0,146548799635292;1
2013;"comp 54";0,139640657817726;1
2013;"comp 55";0,132513838766225;1
2013;"comp 56";0,127187234012378;1
2013;"comp 57";0,119711366033016;1
2013;"comp 58";0,118000838921973;1
2013;"comp 59";0,114540809520481;1
2013;"comp 60";0,100702911552991;1
2013;"comp 61";0,0983248119595116;1
2013;"comp 62";0,0952001658996319;1
2013;"comp 63";0,0870352728623948;1
2013;"comp 64";0,0848117545346342;1
2013;"comp 65";0,0790246044905817;1
2013;"comp 66";0,0764869550247135;1
2013;"comp 67";0,072120255035578;1
2013;"comp 68";0,0675099046896366;1
2013;"comp 69";0,0602927024223066;1
2013;"comp 70";0,0557896248803224;1
2013;"comp 71";0,0530346805628519;1
2013;"comp 72";0,0490792572847585;1
2013;"comp 73";0,0455557727873145;1
2013;"comp 74";0,0421247219529984;1
2013;"comp 75";0,0408582000610864;1
2013;"comp 76";0,0397430294658951;1
2013;"comp 77";0,0336964243215558;1
2013;"comp 78";0,0322595321227444;1
2013;"comp 79";0,0298250681781351;1
2013;"comp 80";0,0254940199110927;1
2013;"comp 81";0,0246144905255574;1
2013;"comp 82";0,0221863296447555;1
2013;"comp 83";0,0178163912116169;1
2013;"comp 84";0,0169874369981896;1
2014;"comp 1";48,281039390207;1
2014;"comp 2";6,38631750074927;1
2014;"comp 3";4,78466822323678;1
2014;"comp 4";3,80865957260554;1
2014;"comp 5";3,07610334539511;1
2014;"comp 6";2,34652401926161;1
2014;"comp 7";2,10416470110788;1
2014;"comp 8";2,00190019952886;1
2014;"comp 9";1,66385705677036;1
2014;"comp 10";1,47781352153181;1
2014;"comp 11";1,37642259089873;1
2014;"comp 12";1,19846592587204;1
2014;"comp 13";1,13997630234224;1
2014;"comp 14";1,10397553742876;1
2014;"comp 15";1,08042074037657;1
2014;"comp 16";1,02721327220386;1
2014;"comp 17";0,900818671220859;1
2014;"comp 18";0,828717453632681;1
2014;"comp 19";0,778815955376495;1
2014;"comp 20";0,742923522132907;1
2014;"comp 21";0,705866272123679;1
2014;"comp 22";0,684454412613283;1
2014;"comp 23";0,662633388580539;1
2014;"comp 24";0,624767910111831;1
2014;"comp 25";0,584506309028894;1
2014;"comp 26";0,55990399202705;1
2014;"comp 27";0,525212522869008;1
2014;"comp 28";0,48751954726787;1
2014;"comp 29";0,475264734715308;1
2014;"comp 30";0,465207312621385;1
2014;"comp 31";0,418969740578542;1
2014;"comp 32";0,412015213246793;1
2014;"comp 33";0,392481705508968;1
2014;"comp 34";0,382757636446448;1
2014;"comp 35";0,349865701228159;1
2014;"comp 36";0,335649482370696;1
2014;"comp 37";0,313286525407452;1
2014;"comp 38";0,309329233392327;1
2014;"comp 39";0,288124302970398;1
2014;"comp 40";0,282988063410994;1
2014;"comp 41";0,270461773791758;1
2014;"comp 42";0,245952226585958;1
2014;"comp 43";0,235282683568233;1
2014;"comp 44";0,227225620943195;1
2014;"comp 45";0,212887275273951;1
2014;"comp 46";0,208038303035223;1
2014;"comp 47";0,201600864498193;1
2014;"comp 48";0,192488262575577;1
2014;"comp 49";0,181782632805991;1
2014;"comp 50";0,172603873047482;1
2014;"comp 51";0,169237030848113;1
2014;"comp 52";0,154253595334413;1
2014;"comp 53";0,142974263503959;1
2014;"comp 54";0,133448870978183;1
2014;"comp 55";0,124403961766539;1
2014;"comp 56";0,122258759316221;1
2014;"comp 57";0,115140116987725;1
2014;"comp 58";0,107685948727826;1
2014;"comp 59";0,101338628288435;1
2014;"comp 60";0,0996788947332345;1
2014;"comp 61";0,0966784906660408;1
2014;"comp 62";0,0882256402672968;1
2014;"comp 63";0,0815166523476355;1
2014;"comp 64";0,0802027687716663;1
2014;"comp 65";0,0729522593656309;1
2014;"comp 66";0,0705401986478441;1
2014;"comp 67";0,0694197934609459;1
2014;"comp 68";0,0660370386715372;1
2014;"comp 69";0,0632602334066425;1
2014;"comp 70";0,0619524938957429;1
2014;"comp 71";0,0538037771419234;1
2014;"comp 72";0,050014341013363;1
2014;"comp 73";0,0462454134725569;1
2014;"comp 74";0,0446366680250195;1
2014;"comp 75";0,0383549267109489;1
2014;"comp 76";0,0365212979429745;1
2014;"comp 77";0,033195656878938;1
2014;"comp 78";0,031384160259731;1
2014;"comp 79";0,0286438520739773;1
2014;"comp 80";0,0272173567155036;1
2014;"comp 81";0,0252324593637282;1
2014;"comp 82";0,0181124044956458;1
2014;"comp 83";0,0148104237982103;1
2014;"comp 84";0,0126965975972772;1
2015;"comp 1";48,2855077139075;1
2015;"comp 2";6,42268807132585;1
2015;"comp 3";5,19703718558668;1
2015;"comp 4";3,74132227853646;1
2015;"comp 5";2,99226080004568;1
2015;"comp 6";2,37426647266657;1
2015;"comp 7";2,12132230030639;1
2015;"comp 8";1,95537956862277;1
2015;"comp 9";1,6525250894289;1
2015;"comp 10";1,42428107626728;1
2015;"comp 11";1,32113403955895;1
2015;"comp 12";1,2210097668133;1
2015;"comp 13";1,14727117151876;1
2015;"comp 14";1,07073693375171;1
2015;"comp 15";1,03411504882741;1
2015;"comp 16";0,937214208036533;1
2015;"comp 17";0,873121973855615;1
2015;"comp 18";0,85187272929835;1
2015;"comp 19";0,778417090424005;1
2015;"comp 20";0,756005034895742;1
2015;"comp 21";0,732826108525094;1
2015;"comp 22";0,683919973375652;1
2015;"comp 23";0,655135684319631;1
2015;"comp 24";0,604297892686685;1
2015;"comp 25";0,579320778827064;1
2015;"comp 26";0,561992294044822;1
2015;"comp 27";0,522683877547966;1
2015;"comp 28";0,507591828152925;1
2015;"comp 29";0,489715453781424;1
2015;"comp 30";0,454950528780332;1
2015;"comp 31";0,412916747444346;1
2015;"comp 32";0,397871498998975;1
2015;"comp 33";0,384147585000136;1
2015;"comp 34";0,357818802215141;1
2015;"comp 35";0,354365452353796;1
2015;"comp 36";0,331772804269165;1
2015;"comp 37";0,31582908862946;1
2015;"comp 38";0,300411006951175;1
2015;"comp 39";0,280104293638247;1
2015;"comp 40";0,271205122090413;1
2015;"comp 41";0,25714726847708;1
2015;"comp 42";0,241775931014172;1
2015;"comp 43";0,238970214186724;1
2015;"comp 44";0,237205203635796;1
2015;"comp 45";0,218104236215828;1
2015;"comp 46";0,204341003206183;1
2015;"comp 47";0,196307372229131;1
2015;"comp 48";0,189776345802378;1
2015;"comp 49";0,181863339996057;1
2015;"comp 50";0,174641835581026;1
2015;"comp 51";0,162099678117292;1
2015;"comp 52";0,15370395336368;1
2015;"comp 53";0,146408357438611;1
2015;"comp 54";0,13993564689458;1
2015;"comp 55";0,128902633865088;1
2015;"comp 56";0,12454285001483;1
2015;"comp 57";0,117807142163426;1
2015;"comp 58";0,10785972416632;1
2015;"comp 59";0,101089779714054;1
2015;"comp 60";0,0979838711889259;1
2015;"comp 61";0,0933190822451738;1
2015;"comp 62";0,0916020752263713;1
2015;"comp 63";0,0833044809608534;1
2015;"comp 64";0,0806754574402122;1
2015;"comp 65";0,0780145263315056;1
2015;"comp 66";0,0737869173993995;1
2015;"comp 67";0,0681950610644915;1
2015;"comp 68";0,0652960657508772;1
2015;"comp 69";0,0607346664844841;1
2015;"comp 70";0,0555575094096956;1
2015;"comp 71";0,0518649205029777;1
2015;"comp 72";0,050998281584448;1
2015;"comp 73";0,0460115741480032;1
2015;"comp 74";0,0430165599042514;1
2015;"comp 75";0,0426251475768263;1
2015;"comp 76";0,0390382012334068;1
2015;"comp 77";0,0370337940069587;1
2015;"comp 78";0,0309264685243389;1
2015;"comp 79";0,0269434277694183;1
2015;"comp 80";0,026134354932485;1
2015;"comp 81";0,023821442290487;1
2015;"comp 82";0,0212243532629957;1
2015;"comp 83";0,018185704294549;1
2015;"comp 84";0,0148581650777208;1
2016;"comp 1";47,8668022565966;1
2016;"comp 2";6,62567012859843;1
2016;"comp 3";5,59841277103929;1
2016;"comp 4";3,38537353542477;1
2016;"comp 5";3,20339906202246;1
2016;"comp 6";2,42060348812098;1
2016;"comp 7";2,20508117316338;1
2016;"comp 8";1,97489238852746;1
2016;"comp 9";1,6331401934067;1
2016;"comp 10";1,51009191720845;1
2016;"comp 11";1,32534365360013;1
2016;"comp 12";1,28691840644923;1
2016;"comp 13";1,18324231810149;1
2016;"comp 14";1,09000630029448;1
2016;"comp 15";0,997145086101296;1
2016;"comp 16";0,925632075652698;1
2016;"comp 17";0,897382597019154;1
2016;"comp 18";0,844684588444339;1
2016;"comp 19";0,815444631884749;1
2016;"comp 20";0,772411492205637;1
2016;"comp 21";0,730480824439683;1
2016;"comp 22";0,662252087270326;1
2016;"comp 23";0,65063715902058;1
2016;"comp 24";0,610918456689308;1
2016;"comp 25";0,591501351223293;1
2016;"comp 26";0,552467226273574;1
2016;"comp 27";0,528575917217188;1
2016;"comp 28";0,481953895941312;1
2016;"comp 29";0,456960653643215;1
2016;"comp 30";0,449209845969331;1
2016;"comp 31";0,438090861217202;1
2016;"comp 32";0,394277906374574;1
2016;"comp 33";0,379646327174846;1
2016;"comp 34";0,344797442552662;1
2016;"comp 35";0,337437809542645;1
2016;"comp 36";0,321300913070672;1
2016;"comp 37";0,299920544116837;1
2016;"comp 38";0,289353024282975;1
2016;"comp 39";0,274458381540845;1
2016;"comp 40";0,252500407541438;1
2016;"comp 41";0,250747892796302;1
2016;"comp 42";0,238570009601646;1
2016;"comp 43";0,229816221659962;1
2016;"comp 44";0,209411352817977;1
2016;"comp 45";0,204238924930765;1
2016;"comp 46";0,198412714288297;1
2016;"comp 47";0,184436124515928;1
2016;"comp 48";0,177944670894716;1
2016;"comp 49";0,161716410526979;1
2016;"comp 50";0,156665567412316;1
2016;"comp 51";0,152126200559243;1
2016;"comp 52";0,148798441217038;1
2016;"comp 53";0,138585020479441;1
2016;"comp 54";0,136222301342321;1
2016;"comp 55";0,125359131910671;1
2016;"comp 56";0,119588959628114;1
2016;"comp 57";0,110833592158926;1
2016;"comp 58";0,106187587070473;1
2016;"comp 59";0,0976698441204684;1
2016;"comp 60";0,0923966725211408;1
2016;"comp 61";0,0910661812092141;1
2016;"comp 62";0,0880934815081322;1
2016;"comp 63";0,0814694580971722;1
2016;"comp 64";0,0772077387601815;1
2016;"comp 65";0,0758537878261245;1
2016;"comp 66";0,0722360654100975;1
2016;"comp 67";0,0673874054061021;1
2016;"comp 68";0,059900302633476;1
2016;"comp 69";0,0565842188410428;1
2016;"comp 70";0,0498166773038508;1
2016;"comp 71";0,0461203823934074;1
2016;"comp 72";0,0439134257194809;1
2016;"comp 73";0,0430907787963262;1
2016;"comp 74";0,0401366020224688;1
2016;"comp 75";0,0387473392012998;1
2016;"comp 76";0,0346871262695238;1
2016;"comp 77";0,0307348373233096;1
2016;"comp 78";0,0305522175996399;1
2016;"comp 79";0,0269490588151216;1
2016;"comp 80";0,0251033761680826;1
2016;"comp 81";0,0231053121971777;1
2016;"comp 82";0,0184472319949481;1
2016;"comp 83";0,0171140222403234;1
2016;"comp 84";0,0135362328465381;1
2003;"comp 1";44,2129927021677;2
2003;"comp 2";8,79813031513156;2
2003;"comp 3";6,25149575103773;2
2003;"comp 4";4,59118623643142;2
2003;"comp 5";3,32846774823166;2
2003;"comp 6";2,86127903512986;2
2003;"comp 7";2,58990868996839;2
2003;"comp 8";2,16304455950508;2
2003;"comp 9";2,04561420689193;2
2003;"comp 10";1,78932370106938;2
2003;"comp 11";1,68357889770113;2
2003;"comp 12";1,55746601511027;2
2003;"comp 13";1,43246641673901;2
2003;"comp 14";1,42398509694672;2
2003;"comp 15";1,3436075261736;2
2003;"comp 16";1,29389146888631;2
2003;"comp 17";1,19198244442738;2
2003;"comp 18";1,16398499961655;2
2003;"comp 19";0,988998192241165;2
2003;"comp 20";0,92800757894803;2
2003;"comp 21";0,876378290509983;2
2003;"comp 22";0,786609456914456;2
2003;"comp 23";0,71333218685048;2
2003;"comp 24";0,680185012534245;2
2003;"comp 25";0,620760750842714;2
2003;"comp 26";0,59873003875682;2
2003;"comp 27";0,560177144664095;2
2003;"comp 28";0,510573750869421;2
2003;"comp 29";0,425226895725114;2
2003;"comp 30";0,416834849016995;2
2003;"comp 31";0,345537166629683;2
2003;"comp 32";0,33418022991555;2
2003;"comp 33";0,302099856086354;2
2003;"comp 34";0,284145411521767;2
2003;"comp 35";0,259418381415107;2
2003;"comp 36";0,249298007874942;2
2003;"comp 37";0,219833982648925;2
2003;"comp 38";0,177267004868446;2
2004;"comp 1";44,7740468248168;2
2004;"comp 2";8,9340571845491;2
2004;"comp 3";6,38875304348991;2
2004;"comp 4";4,22722316812347;2
2004;"comp 5";3,59634827148294;2
2004;"comp 6";3,1132697665963;2
2004;"comp 7";2,72523615731421;2
2004;"comp 8";2,16592542491711;2
2004;"comp 9";2,05063403932863;2
2004;"comp 10";1,98301588672655;2
2004;"comp 11";1,55000466879674;2
2004;"comp 12";1,52305771422228;2
2004;"comp 13";1,43990328316321;2
2004;"comp 14";1,36487482451072;2
2004;"comp 15";1,20357869094069;2
2004;"comp 16";1,13325861025197;2
2004;"comp 17";1,08619061361599;2
2004;"comp 18";1,04791698469997;2
2004;"comp 19";0,949991650305591;2
2004;"comp 20";0,855917514158091;2
2004;"comp 21";0,810850488591875;2
2004;"comp 22";0,728637998519819;2
2004;"comp 23";0,667470528638864;2
2004;"comp 24";0,628425687768076;2
2004;"comp 25";0,600083909838046;2
2004;"comp 26";0,57307298687578;2
2004;"comp 27";0,510953298042765;2
2004;"comp 28";0,49246879703875;2
2004;"comp 29";0,444015357103172;2
2004;"comp 30";0,360855079898643;2
2004;"comp 31";0,318946475712693;2
2004;"comp 32";0,313554436437971;2
2004;"comp 33";0,29283193744917;2
2004;"comp 34";0,280139245258661;2
2004;"comp 35";0,252349915599963;2
2004;"comp 36";0,217979018249561;2
2004;"comp 37";0,197465994634269;2
2004;"comp 38";0,196694522331632;2
2005;"comp 1";45,0040359359286;2
2005;"comp 2";9,16427914224897;2
2005;"comp 3";6,65186982012611;2
2005;"comp 4";4,23842751779626;2
2005;"comp 5";3,5058075209176;2
2005;"comp 6";2,78344053451421;2
2005;"comp 7";2,55149184195718;2
2005;"comp 8";2,21465767792221;2
2005;"comp 9";1,88387532317297;2
2005;"comp 10";1,79291627651621;2
2005;"comp 11";1,59811814682484;2
2005;"comp 12";1,53447692287426;2
2005;"comp 13";1,50130814650607;2
2005;"comp 14";1,46030955728562;2
2005;"comp 15";1,26742024862298;2
2005;"comp 16";1,16564692911731;2
2005;"comp 17";1,02412582569624;2
2005;"comp 18";0,981993236190713;2
2005;"comp 19";0,973725603715939;2
2005;"comp 20";0,869547855835527;2
2005;"comp 21";0,799760122488128;2
2005;"comp 22";0,76963495397192;2
2005;"comp 23";0,670013553956974;2
2005;"comp 24";0,629404321293068;2
2005;"comp 25";0,542381858925988;2
2005;"comp 26";0,500870449202814;2
2005;"comp 27";0,479058875591646;2
2005;"comp 28";0,458085072864663;2
2005;"comp 29";0,445703578499456;2
2005;"comp 30";0,430901152724985;2
2005;"comp 31";0,381579789430634;2
2005;"comp 32";0,311230107030894;2
2005;"comp 33";0,283862405897155;2
2005;"comp 34";0,257941625602166;2
2005;"comp 35";0,245441824669722;2
2005;"comp 36";0,225226933637097;2
2005;"comp 37";0,208816241134897;2
2005;"comp 38";0,192613069308018;2
2006;"comp 1";45,9548397593521;2
2006;"comp 2";8,51137044482762;2
2006;"comp 3";5,98403045022555;2
2006;"comp 4";3,85246421617249;2
2006;"comp 5";3,44749723974279;2
2006;"comp 6";2,683509576362;2
2006;"comp 7";2,30667408417202;2
2006;"comp 8";2,0353071689476;2
2006;"comp 9";1,92074491874732;2
2006;"comp 10";1,75337644699559;2
2006;"comp 11";1,68449523637982;2
2006;"comp 12";1,58701000291179;2
2006;"comp 13";1,42378964986897;2
2006;"comp 14";1,40042804429102;2
2006;"comp 15";1,33089516758909;2
2006;"comp 16";1,29695809080255;2
2006;"comp 17";1,17201940546501;2
2006;"comp 18";1,09998446293463;2
2006;"comp 19";1,01085403637599;2
2006;"comp 20";0,958297985348093;2
2006;"comp 21";0,899731437111199;2
2006;"comp 22";0,818753639035653;2
2006;"comp 23";0,786560181734867;2
2006;"comp 24";0,764656425976819;2
2006;"comp 25";0,632694858353844;2
2006;"comp 26";0,58446322709025;2
2006;"comp 27";0,516090989451184;2
2006;"comp 28";0,494750441803424;2
2006;"comp 29";0,487485427075261;2
2006;"comp 30";0,451974913763076;2
2006;"comp 31";0,374928670728064;2
2006;"comp 32";0,348534152654787;2
2006;"comp 33";0,318527131278227;2
2006;"comp 34";0,294293093640359;2
2006;"comp 35";0,237345243385369;2
2006;"comp 36";0,225760016495512;2
2006;"comp 37";0,184510829487533;2
2006;"comp 38";0,16439293342258;2
2007;"comp 1";46,2751492414507;2
2007;"comp 2";8,75920209510965;2
2007;"comp 3";6,00435660174185;2
2007;"comp 4";4,0036050805944;2
2007;"comp 5";3,5023476180743;2
2007;"comp 6";2,81922254700989;2
2007;"comp 7";2,6287382782274;2
2007;"comp 8";2,19112216495267;2
2007;"comp 9";2,00438431617284;2
2007;"comp 10";1,94011185937807;2
2007;"comp 11";1,8007909582174;2
2007;"comp 12";1,71911286876001;2
2007;"comp 13";1,55739680271599;2
2007;"comp 14";1,37214582433789;2
2007;"comp 15";1,16948025559998;2
2007;"comp 16";1,11898881339198;2
2007;"comp 17";1,0306229693661;2
2007;"comp 18";0,910151271257117;2
2007;"comp 19";0,875671595395607;2
2007;"comp 20";0,786193889241666;2
2007;"comp 21";0,752225956085526;2
2007;"comp 22";0,711174477149379;2
2007;"comp 23";0,700967645740265;2
2007;"comp 24";0,612975065913852;2
2007;"comp 25";0,5802064310682;2
2007;"comp 26";0,527118674807175;2
2007;"comp 27";0,503427219770305;2
2007;"comp 28";0,430756518285994;2
2007;"comp 29";0,413649470995868;2
2007;"comp 30";0,360040998262594;2
2007;"comp 31";0,32701234004978;2
2007;"comp 32";0,317441851755225;2
2007;"comp 33";0,27232194449355;2
2007;"comp 34";0,247905533087888;2
2007;"comp 35";0,228586148247915;2
2007;"comp 36";0,212448007972284;2
2007;"comp 37";0,180295740149538;2
2007;"comp 38";0,152650925169135;2
2008;"comp 1";46,0875475107155;2
2008;"comp 2";8,84504853807367;2
2008;"comp 3";6,05294960111213;2
2008;"comp 4";3,74353510184345;2
2008;"comp 5";3,30823746583219;2
2008;"comp 6";2,60250966942159;2
2008;"comp 7";2,55063903363096;2
2008;"comp 8";2,3972554985608;2
2008;"comp 9";1,98207364842132;2
2008;"comp 10";1,85222691098752;2
2008;"comp 11";1,68649402898687;2
2008;"comp 12";1,65110160406605;2
2008;"comp 13";1,43785751385074;2
2008;"comp 14";1,42399750062882;2
2008;"comp 15";1,32437842430221;2
2008;"comp 16";1,23354371081524;2
2008;"comp 17";1,0857161179872;2
2008;"comp 18";1,05583545023614;2
2008;"comp 19";0,901443251917547;2
2008;"comp 20";0,890152449752248;2
2008;"comp 21";0,816985075738063;2
2008;"comp 22";0,780447122704221;2
2008;"comp 23";0,715645535866568;2
2008;"comp 24";0,654108932387847;2
2008;"comp 25";0,584248128068194;2
2008;"comp 26";0,519351435130333;2
2008;"comp 27";0,468466738517481;2
2008;"comp 28";0,459791880236472;2
2008;"comp 29";0,400554180065046;2
2008;"comp 30";0,387546404658949;2
2008;"comp 31";0,344792287128013;2
2008;"comp 32";0,313220994576327;2
2008;"comp 33";0,298800891761558;2
2008;"comp 34";0,277292268209298;2
2008;"comp 35";0,250133304505128;2
2008;"comp 36";0,233656386748296;2
2008;"comp 37";0,221142485171339;2
2008;"comp 38";0,16127291738471;2
2009;"comp 1";46,7922420250509;2
2009;"comp 2";8,71736706441125;2
2009;"comp 3";5,84741881110794;2
2009;"comp 4";3,63190530386482;2
2009;"comp 5";3,25806918590125;2
2009;"comp 6";3,13145392671892;2
2009;"comp 7";2,38165197761885;2
2009;"comp 8";2,09236523838891;2
2009;"comp 9";2,02114572051686;2
2009;"comp 10";1,71778027142913;2
2009;"comp 11";1,61607404250544;2
2009;"comp 12";1,589886145197;2
2009;"comp 13";1,41792874656371;2
2009;"comp 14";1,32315763599743;2
2009;"comp 15";1,24061842474097;2
2009;"comp 16";1,18697260673905;2
2009;"comp 17";1,12929441286991;2
2009;"comp 18";1,00170762362922;2
2009;"comp 19";0,887959742187593;2
2009;"comp 20";0,820251373113216;2
2009;"comp 21";0,767383662412051;2
2009;"comp 22";0,755120109461614;2
2009;"comp 23";0,722060740167269;2
2009;"comp 24";0,66450329447466;2
2009;"comp 25";0,605049627259853;2
2009;"comp 26";0,548700427495091;2
2009;"comp 27";0,501294083904442;2
2009;"comp 28";0,47818615685673;2
2009;"comp 29";0,459806483411227;2
2009;"comp 30";0,433042632246291;2
2009;"comp 31";0,385430401368818;2
2009;"comp 32";0,361124715576978;2
2009;"comp 33";0,328786347806001;2
2009;"comp 34";0,293060103864111;2
2009;"comp 35";0,265063885943436;2
2009;"comp 36";0,245896767406678;2
2009;"comp 37";0,2113171865027;2
2009;"comp 38";0,168923095289742;2
2010;"comp 1";46,3435675155897;2
2010;"comp 2";8,9174262569054;2
2010;"comp 3";5,66372614001941;2
2010;"comp 4";3,98166519318745;2
2010;"comp 5";3,68899439929984;2
2010;"comp 6";3,07150330225295;2
2010;"comp 7";2,33514026170497;2
2010;"comp 8";2,08210268925666;2
2010;"comp 9";1,94328608427673;2
2010;"comp 10";1,89052684807863;2
2010;"comp 11";1,84898735533004;2
